Router1,Router2,Cost,Capacity
ITANAGAR-PE-02,GUWAHATI-PP-02,0,10
ITANAGAR-PE-02,KOLKATA-PP-06,0.002,10
JABALPUR-PE-02,INDORE-PP-02,0.224,10
JABALPUR-PE-02,JABALPUR-PP-02,0.5135,20
JABALPUR-PE-03,JABALPUR-PP-02,0.213,30
JABALPUR-PE-04,BHOPAL-PP-02,0.186,10
JABALPUR-PE-04,JABALPUR-PP-02,0.0099,100
JABALPUR-PE-04,NAGPUR-PP-04,0.195,10
JABALPUR-PP-02,LUCKNOW-PP-03,0.055,20
JABALPUR-PP-02,MUMBAI-PP-05,0.423,10
JABALPUR-PP-02,NAGPUR-PP-04,0.406,10
JABALPUR-PP-02,RAIPUR-PP-02,0.0135,20
JABALPUR-PP-02,RANCHI-PP-02,0.121,20
JABALPUR-PP-02,SAMBALPUR-PP-02,0.005,10
JABALPUR-PP-02,VARANASI-PP-02,0.0095,20
JAGDALPUR-PE-01,RAIPUR-PP-02,0.333,10
JAGDALPUR-PE-01,VIZAG-PP-02,0.385,10
JAIPUR-GSMPE-01,JAIPUR-PP-02,0.2193,100
JAIPUR-GSMPE-01,JODHPUR-PP-02,0.0004,50
JAIPUR-GSMPE-02,JAIPUR-PP-02,0.0252,100
JAIPUR-GSMPE-02,JODHPUR-PP-02,0,50
JAIPUR-GSMPE-03,JAIPUR-PP-02,0.141,20
JAIPUR-GSMPE-03,JODHPUR-PP-02,0,20
JAIPUR-MCR-01,JAIPUR-PP-02,0.086,40
JAIPUR-PE-02,JAIPUR-PP-02,0.321833333,60
JAIPUR-PE-03,JAIPUR-PP-02,0.010166667,60
JAIPUR-PE-04,JAIPUR-PP-02,0,50
JAIPUR-PE-05,JAIPUR-PP-02,0.33245,200
JAIPUR-PE-05,JODHPUR-PP-02,0.029,10
JAIPUR-PE-06,JAIPUR-PP-02,0.03035,200
JAIPUR-PE-06,JODHPUR-PP-02,0.008,10
JAIPUR-PP-02,JAIPUR-VRR-01,0.0015,20
JAIPUR-PP-02,JHANSI-PP-01,0.053,10
JAIPUR-PP-02,JODHPUR-PP-02,0.279,30
JAIPUR-PP-02,LUCKNOW-PP-03,0.5475,20
JAIPUR-PP-02,LUCKNOW-PP-04,0.165,20
JAIPUR-PP-02,MUMBAI-PP-04,0.4266,50
JAIPUR-PP-02,MUMBAI-PP-05,0.445,50
JAIPUR-PP-02,NEWDELHI-PP-04,0.71075,200
JAIPUR-PP-02,NOIDA-PP-02,0.344,10
JAIPUR-PP-02,UDAIPUR-PP-01,0.189,20
JALANDHAR-PE-01,JALANDHAR-PP-02,0,20
JALANDHAR-PE-02,JALANDHAR-PP-02,0.8905,20
JALANDHAR-PE-03,JALANDHAR-PP-02,0.005666667,30
JALANDHAR-PE-04,CHANDIGARH-PP-04,0.547,10
JALANDHAR-PE-04,JALANDHAR-PP-02,0.3268,200
JALANDHAR-PE-05,CHANDIGARH-PP-04,0,10
JALANDHAR-PE-05,JALANDHAR-PP-02,0.22755,200
JALANDHAR-PP-02,JAMMU-PP-01,0.562666667,30
JALANDHAR-PP-02,NEWDELHI-PP-03,0.7705,20
JALANDHAR-PP-02,NEWDELHI-PP-04,0.912176471,170
JALANDHAR-PP-02,SHIMLA-PP-01,0.599,20
JALGAON-PE-01,DHULE-PP-01,0.42,10
JALGAON-PE-01,INDORE-PP-02,0.597,10
JALGAON-PE-01,NAGPUR-PP-04,0.757,10
JALPAIGURI-PE-01,SILIGURI-PP-02,0.076,2.5
JAMMU-GSMPE-01,JALANDHAR-PP-02,0.0296,50
JAMMU-PE-02,CHANDIGARH-PP-03,0.058,10
JAMMU-PE-03,CHANDIGARH-PP-04,0.29,10
JAMMU-PE-03,JALANDHAR-PP-02,0,10
JAMMU-PP-01,NOIDA-PP-02,0.1645,20
JAMNAGAR-PE-01,RAJKOT-PP-02,0.1004,25
JAMSHEDPUR-PE-02,DURGAPUR-PP-02,0.445,10
JAMSHEDPUR-PE-02,KOLKATA-PP-06,0.735,20
JAMSHEDPUR-PE-02,RANCHI-PP-02,0.003666667,30
JAMSHEDPUR-PE-03,DURGAPUR-PP-02,0.543,10
JAMSHEDPUR-PE-03,KOLKATA-PP-06,0.4805,20
JAMSHEDPUR-PE-03,RANCHI-PP-02,0.119,20
JHANSI-PE-01,LUCKNOW-PP-04,0,10
JHANSI-PE-02,JHANSI-PP-01,0.456,10
JHANSI-PE-02,LUCKNOW-PP-03,0.271,10
JHANSI-PE-03,JHANSI-PP-01,0.076,10
JHANSI-PE-03,LUCKNOW-PP-03,0.025,10
JHANSI-PP-01,LUCKNOW-PP-03,0.313,10
JHANSI-PP-01,NEWDELHI-PP-04,0.373,10
JHANSI-PP-01,NOIDA-PP-02,0.17,10
JHANSI-PP-01,VARANASI-PP-02,0.034,20
JHUNJHUNU-PE-01,JAIPUR-PP-02,0.102,10
JHUNJHUNU-PE-01,NEWDELHI-PP-05,0.406,10
JODHPUR-PE-02,AGRA-PP-02,0.061,10
JODHPUR-PE-02,JAIPUR-PP-02,0.2725,20
JODHPUR-PE-02,JODHPUR-PP-02,0.923,20
JODHPUR-PE-03,JODHPUR-PP-02,0.1182,100
JODHPUR-PE-03,UDAIPUR-PP-01,0.185,10
JODHPUR-PP-02,MUMBAI-PP-04,0.567,10
JODHPUR-PP-02,NEWDELHI-PP-04,0.558,30
JODHPUR-PP-02,UDAIPUR-PP-01,0.0395,20
JORHAT-PE-01,DIMAPUR-PP-01,0,10
JORHAT-PE-01,GUWAHATI-PP-02,0.396,20
JORHAT-PE-02,DIMAPUR-PP-01,0.453,10
JORHAT-PE-02,GUWAHATI-PP-02,0.109,20
JUNAGADH-PE-01,RAJKOT-PP-02,0.38,32.5
KALYAN-PE-02,MUMBAI-PP-06,0.344,10
KALYAN-PE-02,MUMBAI-PP-07,0.456,10
KALYAN-PE-03,MUMBAI-PP-06,0.01,10
KALYAN-PE-03,MUMBAI-PP-07,0.015,10
KANCHIPURAM-PE-01,CHENNAI-PP-06,0.262,10
KANCHIPURAM-PE-01,CHENNAI-PP-07,0.342,10
KANNUR-PE-01,CALICUT-PP-02,0.626666667,30
KANNUR-PE-01,MANGALORE-PP-02,0.2015,20
KANNUR-PE-02,CALICUT-PP-02,0.7445,40
KANNUR-PE-02,MANGALORE-PP-02,0.655,20
KANPUR-PE-02,AGRA-PP-02,0.004,10
KANPUR-PE-02,JHANSI-PP-01,0.053,10
KANPUR-PE-02,LUCKNOW-PP-03,0.455,10
KANPUR-PE-02,LUCKNOW-PP-04,0.337,10
KANPUR-PE-03,AGRA-PP-02,0.002,10
KANPUR-PE-03,JHANSI-PP-01,0,20
KANPUR-PE-03,LUCKNOW-PP-03,0.0355,20
KANPUR-PE-03,NEWDELHI-PP-06,0.044,10
KARAIKUDI-PE-01,MADURAI-PP-02,0.5715,20
KARAIKUDI-PE-01,TRICHY-PP-01,0.363,10
KARAIKUDI-PE-02,MADURAI-PP-02,0.417,10
KARAIKUDI-PE-02,TRICHY-PP-01,0.161,10
KARIMNAGAR-PE-01,HYDERABAD-PP-02,0.389,10
KARIMNAGAR-PE-01,SECUNDERABAD-PP-01,0.154,10
KARNAL-PE-01,AMBALA-PP-01,0.653,30
KARNAL-PE-01,NEWDELHI-PP-06,0.395,10
KARNAL-PE-02,AMBALA-PP-01,0.651,30
KARNAL-PE-02,CHANDIGARH-PP-03,0.047,10
KARNAL-PE-02,NEWDELHI-PP-05,0.21,10
KARVAR-PE-02,BANGALORE-PP-07,0.544,10
KARVAR-PE-02,HUBLI-PP-01,0.173,20
KARVAR-PE-02,MANGALORE-PP-02,0.733,20
KATIHAR-PE-01,BHAGALPUR-PP-01,0.3465,20
KATIHAR-PE-01,PATNA-PP-02,0.562,10
KATIHAR-PE-01,SILIGURI-PP-02,0.545,10
KHAMMAM-PE-01,HYDERABAD-PP-02,0.458,10
KHAMMAM-PE-01,SECUNDERABAD-PP-01,0.104,10
KHAMMAM-PE-01,VIJAYAWADA-PP-02,0.182,20
KHARAGPUR-PE-02,CUTTACK-PP-01,0.583,10
KHARAGPUR-PE-02,DURGAPUR-PP-02,0.484,10
KHARAGPUR-PE-02,KOLKATA-PP-06,0.251,10
KHARAGPUR-PE-03,CUTTACK-PP-01,0.532,10
KHARAGPUR-PE-03,DURGAPUR-PP-02,0.585,10
KHARAGPUR-PE-03,KOLKATA-PP-06,0,10
KHARAGPUR-PE-03,KOLKATA-PP-07,0.492,10
KOLHAPUR-PE-02,PANJIM-PP-01,0.04,10
KOLHAPUR-PE-02,PUNE-PP-04,0.0515,20
KOLHAPUR-PE-02,SOLAPUR-PP-02,0,10
KOLHAPUR-PE-03,PANJIM-PP-01,0.128,10
KOLHAPUR-PE-03,PUNE-PP-03,0.6125,20
KOLHAPUR-PE-03,SOLAPUR-PP-02,0.248,20
KOLKATA-GSMPE-01,KOLKATA-PP-07,0.616,20
KOLKATA-GSMPE-02,KOLKATA-PP-06,0.6415,20
KOLKATA-GSMPE-03,KOLKATA-PP-06,0.588833333,60
KOLKATA-GSMPE-04,KOLKATA-PP-07,0.53425,40
KOLKATA-GSMPE-05,KOLKATA-PP-06,0.4495,20
KOLKATA-GSMPE-05,KOLKATA-PP-07,0.3312,50
KOLKATA-GSMPE-06,KOLKATA-PP-06,0.1775,20
KOLKATA-GSMPE-06,KOLKATA-PP-07,0,50
KOLKATA-GSMPE-07,KOLKATA-PP-06,0.0105,20
KOLKATA-GSMPE-07,KOLKATA-PP-07,0.111,20
KOLKATA-IGW-03,KOLKATA-IGWPE-03,0.6814,300
KOLKATA-IGW-04,KOLKATA-IGWPE-04,0,200
KOLKATA-IGWPE-03,KOLKATA-PP-04,0.476952381,420
KOLKATA-IGWPE-04,KOLKATA-PP-05,0,200
KOLKATA-MCR-01,KOLKATA-PP-06,0.001,20
KOLKATA-MCR-01,KOLKATA-PP-07,0.018,20
KOLKATA-MCR-02,KOLKATA-PP-05,0.729,20
KOLKATA-MCR-02,KOLKATA-PP-06,0.0075,20
KOLKATA-PE-04,KOLKATA-PP-06,0,10
KOLKATA-PE-06,KOLKATA-PP-06,0.2135,20
KOLKATA-PE-07,KOLKATA-PP-06,0.128,10
KOLKATA-PE-08,KOLKATA-PP-06,0.205,10
KOLKATA-PE-09,KOLKATA-PP-06,0.304571429,70
KOLKATA-PE-10,KOLKATA-PP-06,0.2071,100
KOLKATA-PE-10,KOLKATA-PP-07,0.186,110
KOLKATA-PE-11,KOLKATA-PP-06,0.005727273,110
KOLKATA-PE-11,KOLKATA-PP-07,0.015,10
KOLKATA-PE-12,KOLKATA-PP-06,0.0202,100
KOLKATA-PE-12,KOLKATA-PP-07,0.1119,100
KOLKATA-PE-13,KOLKATA-PP-06,0.114,10
KOLKATA-PE-13,KOLKATA-PP-07,0.5,10
KOLKATA-PP-02,KOLKATA-PP-04,0.203833333,60
KOLKATA-PP-03,KOLKATA-PP-05,0.0462,50
KOLKATA-PP-04,KOLKATA-PP-05,0.41785,200
KOLKATA-PP-04,KOLKATA-PP-06,0.52365,200
KOLKATA-PP-04,KOLKATA-VRR-01,0.001,10
KOLKATA-PP-04,LUCKNOW-PP-03,0.1665,20
KOLKATA-PP-04,MUMBAI-PP-04,0.4495,20
KOLKATA-PP-04,NAGPUR-PP-03,0.452,10
KOLKATA-PP-04,NEWDELHI-PP-04,0.529,20
KOLKATA-PP-04,PATNA-PP-02,0.78425,40
KOLKATA-PP-04,RANCHI-PP-02,0.7805,20
KOLKATA-PP-04,SILIGURI-PP-02,0.282333333,30
KOLKATA-PP-05,KOLKATA-PP-07,0.223933333,300
KOLKATA-PP-05,KOLKATA-VRR-01,0.001,10
KOLKATA-PP-05,MUMBAI-PP-05,0.379,30
KOLKATA-PP-05,NEWDELHI-PP-03,0.655,20
KOLKATA-PP-05,PATNA-PP-02,0.41625,40
KOLKATA-PP-05,RAIPUR-PP-02,0.192,10
KOLKATA-PP-05,SAMBALPUR-PP-02,0.5705,20
KOLKATA-PP-05,SILIGURI-PP-02,0.168,20
KOLLAM-PE-01,ERNAKULAM-PP-03,0.172,10
KOLLAM-PE-01,TRIVANDRUM-PP-01,0.158,10
KOLLAM-PE-02,ERNAKULAM-PP-03,0.625333333,30
KOLLAM-PE-02,TRIVANDRUM-PP-01,0.679,40
KOTA-PE-02,INDORE-PP-02,0.037,10
KOTA-PE-02,JAIPUR-PP-02,0.032,10
KOTA-PE-03,JAIPUR-PP-02,0.3655,20
KOTA-PE-03,NEWDELHI-PP-06,0.62,10
KOTA-PE-03,UDAIPUR-PP-01,0.123,20
KOTTAYAM-PE-01,ERNAKULAM-PP-03,0.7808,50
KOTTAYAM-PE-01,TRIVANDRUM-PP-01,0.423,10
KOTTAYAM-PE-02,ERNAKULAM-PP-03,0.298,10
KOTTAYAM-PE-02,TRIVANDRUM-PP-01,0,10
KUMBAKONAM-MCR-01,CHENNAI-PP-07,0.377,10
KUMBAKONAM-MCR-01,TRICHY-PP-01,0.3415,20
KUMBAKONAM-PE-01,CHENNAI-PP-06,0.913,10
KUMBAKONAM-PE-01,TRICHY-PP-01,0.427,10
KURNOOL-PE-01,HYDERABAD-PP-02,0.012,10
KURNOOL-PE-01,KURNOOL-PP-01,0.0405,20
KURNOOL-PE-01,VIJAYAWADA-PP-02,0.023,10
KURNOOL-PE-02,HYDERABAD-PP-02,0.333,10
KURNOOL-PE-02,KURNOOL-PP-01,0.132,110
KURNOOL-PP-01,SECUNDERABAD-PP-01,0.058,10
KURNOOL-PP-01,VIJAYAWADA-PP-02,0.04,10
LUCKNOW-GSMPE-01,LUCKNOW-PP-03,0.0276,50
LUCKNOW-GSMPE-01,LUCKNOW-PP-04,0,40
LUCKNOW-GSMPE-02,LUCKNOW-PP-03,0.4474,50
LUCKNOW-GSMPE-02,LUCKNOW-PP-04,0.0697,100
LUCKNOW-MCR-01,LUCKNOW-PP-03,0.7695,20
LUCKNOW-MCR-01,LUCKNOW-PP-04,0.388,10
LUCKNOW-PE-01,LUCKNOW-PP-03,0,10
LUCKNOW-PE-01,LUCKNOW-PP-04,0,10
LUCKNOW-PE-02,LUCKNOW-PP-03,0.862,10
LUCKNOW-PE-02,LUCKNOW-PP-04,0.145,30
LUCKNOW-PE-03,LUCKNOW-PP-04,0,2.5
LUCKNOW-PE-04,LUCKNOW-PP-03,0.106,10
LUCKNOW-PE-04,LUCKNOW-PP-04,0,2.5
LUCKNOW-PE-05,LUCKNOW-PP-03,0.2065,20
LUCKNOW-PE-05,LUCKNOW-PP-04,0,10
LUCKNOW-PE-06,LUCKNOW-PP-03,0.1781,100
LUCKNOW-PE-06,LUCKNOW-PP-04,0,10
LUCKNOW-PE-07,LUCKNOW-PP-03,0,10
LUCKNOW-PE-08,LUCKNOW-PP-03,0.026,10
LUCKNOW-PE-08,LUCKNOW-PP-04,0,10
LUCKNOW-PP-03,LUCKNOW-PP-04,0.041214286,140
LUCKNOW-PP-03,MORADABAD-PP-01,0.1415,20
LUCKNOW-PP-03,MUMBAI-PP-05,0.332666667,30
LUCKNOW-PP-03,NAGPUR-PP-03,0.707,30
LUCKNOW-PP-03,NEWDELHI-PP-04,0.6384,50
LUCKNOW-PP-03,NOIDA-PP-02,0.7285,20
LUCKNOW-PP-03,PATNA-PP-02,0.215666667,30
LUCKNOW-PP-03,VARANASI-PP-02,0.142333333,30
LUCKNOW-PP-04,NAGPUR-PP-04,0.558,10
LUCKNOW-PP-04,NEWDELHI-PP-03,0.34925,40
LUCKNOW-PP-04,NOIDA-PP-02,0.088,10
LUCKNOW-PP-04,VARANASI-PP-02,0.141,30
LUDHIANA-PE-02,CHANDIGARH-PP-04,0.343,20
LUDHIANA-PE-02,JALANDHAR-PP-02,0.5245,20
LUDHIANA-PE-03,AMBALA-PP-01,0.2835,20
LUDHIANA-PE-03,CHANDIGARH-PP-03,0.828666667,30
LUDHIANA-PE-03,JALANDHAR-PP-02,0.568,30
MADURAI-PE-02,COIMBATORE-PP-02,0.024,10
MADURAI-PE-02,MADURAI-PP-02,0.1902,50
MADURAI-PE-03,MADURAI-PP-02,0.119,20
MADURAI-PE-03,TRICHY-PP-01,0.108,10
MADURAI-PE-04,MADURAI-PP-02,0.4856,100
MADURAI-PE-04,TRICHY-PP-01,0,10
MADURAI-PP-02,TRICHY-PP-01,0.0065,20
MADURAI-PP-02,TRIVANDRUM-PP-01,0.0035,20
MAHBUBNAGAR-PE-01,HYDERABAD-PP-02,0.003,10
MAHBUBNAGAR-PE-01,KURNOOL-PP-01,0,10
MALDA-PE-01,KOLKATA-PP-06,0.69,10
MALDA-PE-01,SILIGURI-PP-02,0.016,5
MANGALORE-PE-03,BANGALORE-PP-06,0.618,10
MANGALORE-PE-03,MANGALORE-PP-02,0.478,30
MANGALORE-PE-04,BANGALORE-PP-07,0,10
MANGALORE-PE-04,MANGALORE-PP-02,0.0623,100
MANGALORE-PP-02,PANJIM-PP-01,0.05,10
MANJERI-PE-01,CALICUT-PP-02,0.5225,20
MANJERI-PE-01,ERNAKULAM-PP-03,0.447666667,30
MANJERI-PE-02,CALICUT-PP-02,0.60675,40
MANJERI-PE-02,ERNAKULAM-PP-03,0.39875,40
MEERUT-GSMPE-01,MORADABAD-PP-01,0,50
MEERUT-GSMPE-01,NEWDELHI-PP-06,0.2528,50
MEERUT-GSMPE-02,MORADABAD-PP-01,0.0142,50
MEERUT-GSMPE-02,NEWDELHI-PP-06,0,50
MEERUT-PE-02,MORADABAD-PP-01,0.371,10
MEERUT-PE-02,NEWDELHI-PP-05,0.452,10
MEERUT-PE-02,NEWDELHI-PP-06,0.468,10
MEERUT-PE-03,MORADABAD-PP-01,0.3265,20
MEERUT-PE-03,NEWDELHI-PP-05,0,10
MEERUT-PE-03,NEWDELHI-PP-06,0.618,10
MEHSANA-PE-02,AHMEDABAD-PP-02,0.176,20
MEHSANA-PE-03,AHMEDABAD-PP-02,0.251,20
MEHSANA-PE-03,SURAT-PP-01,0.001,10
MIRZAPUR-PE-01,AGRA-PP-02,0.002,10
MIRZAPUR-PE-01,LUCKNOW-PP-04,0.082,10
MIRZAPUR-PE-01,VARANASI-PP-02,0.012,10
MORADABAD-PE-02,MORADABAD-PP-01,0.494,20
MORADABAD-PE-02,NOIDA-PP-02,0.547,10
MORADABAD-PE-03,AGRA-PP-02,0.191,10
MORADABAD-PE-03,LUCKNOW-PP-04,0.099,10
MORADABAD-PE-03,MORADABAD-PP-01,0.0432,100
MORADABAD-PP-01,NEWDELHI-PP-04,0.4954,50
MORADABAD-PP-01,NOIDA-PP-02,0.0705,40
MOTIHARI-PE-01,BHAGALPUR-PP-01,0.155,10
MOTIHARI-PE-01,PATNA-PP-02,0.242,20
MUMBAI-GSMPE-02,MUMBAI-PP-06,0,10
MUMBAI-GSMPE-02,MUMBAI-PP-07,0,50
MUMBAI-IGW-04,MUMBAI-IGWPE-04,0.450487805,410
MUMBAI-IGW-05,MUMBAI-IGWPE-05,0.7343,600
MUMBAI-IGWPE-04,MUMBAI-PP-04,0.30765,600
MUMBAI-IGWPE-05,MUMBAI-PP-05,0.653129032,620
MUMBAI-IRR-02,MUMBAI-PP-04,0,10
MUMBAI-IRR-02,MUMBAI-PP-05,0,10
MUMBAI-PE-01,MUMBAI-PP-06,0,10
MUMBAI-PE-01,MUMBAI-PP-07,0,10
MUMBAI-PE-02,MUMBAI-PP-06,0,10
MUMBAI-PE-02,MUMBAI-PP-07,0,10
MUMBAI-PE-03,MUMBAI-PP-06,0,10
MUMBAI-PE-03,MUMBAI-PP-07,0,10
MUMBAI-PE-05,MUMBAI-PP-06,0.161,10
MUMBAI-PE-05,MUMBAI-PP-07,0.066,40
MUMBAI-PE-06,MUMBAI-PP-06,0.152,20
MUMBAI-PE-06,MUMBAI-PP-07,0.1528,50
MUMBAI-PE-07,MUMBAI-PP-06,0,10
MUMBAI-PE-07,MUMBAI-PP-07,0,10
MUMBAI-PE-08,MUMBAI-PP-06,0.2078,100
MUMBAI-PE-08,MUMBAI-PP-07,0.21,10
MUMBAI-PE-09,MUMBAI-PP-06,0.049,10
MUMBAI-PE-09,MUMBAI-PP-07,0.40175,80
MUMBAI-PE-10,MUMBAI-PP-06,0.1974,100
MUMBAI-PE-10,MUMBAI-PP-07,0,10
MUMBAI-PE-11,MUMBAI-PP-06,0,10
MUMBAI-PE-11,MUMBAI-PP-07,0,100
MUMBAI-PP-02,MUMBAI-PP-04,0.008,80
MUMBAI-PP-04,MUMBAI-PP-05,0.51595,200
MUMBAI-PP-04,MUMBAI-PP-06,0.2409,200
MUMBAI-PP-04,NAGPUR-PP-04,0.551,70
MUMBAI-PP-04,NEWDELHI-PP-04,0.5676,50
MUMBAI-PP-04,PANJIM-PP-01,0.393,60
MUMBAI-PP-04,PUNE-PP-04,0.34925,200
MUMBAI-PP-04,RAIPUR-PP-02,0.298,50
MUMBAI-PP-04,SECUNDERABAD-PP-01,0.303,10
MUMBAI-PP-04,SURAT-PP-01,0.3972,50
MUMBAI-PP-05,MUMBAI-PP-07,0.27325,200
MUMBAI-PP-05,NAGPUR-PP-03,0.44575,80
MUMBAI-PP-05,NEWDELHI-PP-03,0.746,30
MUMBAI-PP-05,PUNE-PP-03,0.5931,300
MUMBAI-PP-05,RAIPUR-PP-02,0.333714286,70
MUMBAI-PP-05,SAMBALPUR-PP-02,0.296,10
MUMBAI-PP-05,SURAT-PP-01,0.412666667,60
MUMBAI-PP-05,UDAIPUR-PP-01,0.447,20
MUZAFFARNAGAR-PE-01,DEHRADUN-PP-02,0.001,10
MUZAFFARNAGAR-PE-01,NEWDELHI-PP-05,0.008,10
MUZAFFARPUR-PE-01,BHAGALPUR-PP-01,0.091,10
MUZAFFARPUR-PE-01,PATNA-PP-02,0.06,10
MUZAFFARPUR-PE-02,BHAGALPUR-PP-01,0.3095,20
MUZAFFARPUR-PE-02,PATNA-PP-02,0.506,20
MYSORE-PE-02,BANGALORE-PP-07,0.187,10
MYSORE-PE-02,COIMBATORE-PP-02,0.081,10
MYSORE-PE-03,BANGALORE-PP-06,0.4085,20
MYSORE-PE-03,BANGALORE-PP-07,0.328,30
MYSORE-PE-03,COIMBATORE-PP-02,0.492,30
NAGAON-PE-01,GUWAHATI-PP-02,0.1515,20
NAGAUR-PE-01,JODHPUR-PP-02,0.08,2.5
NAGERCOIL-PE-01,ERNAKULAM-PP-03,0.4035,20
NAGERCOIL-PE-01,MADURAI-PP-02,0.5905,20
NAGERCOIL-PE-01,TRIVANDRUM-PP-01,0.472,20
NAGERCOIL-PE-02,MADURAI-PP-02,0.787666667,30
NAGERCOIL-PE-02,TRIVANDRUM-PP-01,0.175,10
NAGPUR-GSMPE-01,NAGPUR-PP-03,0.032,50
NAGPUR-GSMPE-01,NAGPUR-PP-04,0.2454,50
NAGPUR-GSMPE-02,NAGPUR-PP-03,0.0684,50
NAGPUR-GSMPE-02,NAGPUR-PP-04,0.0044,50
NAGPUR-MCR-01,NAGPUR-PP-03,0.2765,20
NAGPUR-MCR-01,NAGPUR-PP-04,0.223,20
NAGPUR-PE-02,NAGPUR-PP-03,0.419,20
NAGPUR-PE-02,NAGPUR-PP-04,0.6605,20
NAGPUR-PE-03,NAGPUR-PP-03,0.576,20
NAGPUR-PE-03,NAGPUR-PP-04,0.211666667,30
NAGPUR-PE-04,NAGPUR-PP-03,0.3307,100
NAGPUR-PE-04,NAGPUR-PP-04,0.354,10
NAGPUR-PE-05,NAGPUR-PP-03,0,10
NAGPUR-PE-05,NAGPUR-PP-04,0,100
NAGPUR-PP-01,NAGPUR-PP-03,0.000833333,60
NAGPUR-PP-03,NAGPUR-PP-04,0.181083333,120
NAGPUR-PP-03,NEWDELHI-PP-04,0.482833333,60
NAGPUR-PP-03,PUNE-PP-03,0.5008,50
NAGPUR-PP-03,RAIPUR-PP-02,0.049333333,30
NAGPUR-PP-03,SAMBALPUR-PP-02,0.074,10
NAGPUR-PP-03,SECUNDERABAD-PP-01,0.041,10
NAGPUR-PP-03,SOLAPUR-PP-02,0.262,10
NAGPUR-PP-04,NEWDELHI-PP-03,0.91,10
NAGPUR-PP-04,PUNE-PP-04,0.138,20
NAGPUR-PP-04,SAMBALPUR-PP-02,0.181,10
NANDED-PE-02,MUMBAI-PP-07,0,10
NANDED-PE-02,NAGPUR-PP-03,0.051,10
NANDED-PE-02,PUNE-PP-03,0.212,10
NANDED-PE-02,SOLAPUR-PP-02,0,10
NANDED-PE-03,NAGPUR-PP-03,0.004,10
NANDED-PE-03,NAGPUR-PP-04,0.02,10
NANDED-PE-03,SOLAPUR-PP-02,0.003,10
NASHIK-PE-02,MUMBAI-PP-06,0.314,10
NASHIK-PE-02,MUMBAI-PP-07,0.5535,20
NASHIK-PE-02,PUNE-PP-03,0.198,10
NASHIK-PE-03,DHULE-PP-01,0.539,10
NASHIK-PE-03,MUMBAI-PP-06,0.631,10
NASHIK-PE-03,MUMBAI-PP-07,0.546,10
NELLORE-PE-02,CHENNAI-PP-06,0.057,10
NELLORE-PE-02,CHENNAI-PP-07,0.233,10
NELLORE-PE-02,VIJAYAWADA-PP-02,0.052,10
NELLORE-PE-03,CHENNAI-PP-06,0.828,10
NELLORE-PE-03,CHENNAI-PP-07,0.559,10
NELLORE-PE-03,VIJAYAWADA-PP-02,0.1405,20
NEWDELHI-GSMPE-01,NEWDELHI-PP-05,0,50
NEWDELHI-GSMPE-01,NEWDELHI-PP-06,0.0002,50
NEWDELHI-GSMPE-02,NEWDELHI-PP-05,0,50
NEWDELHI-GSMPE-02,NEWDELHI-PP-06,0,50
NEWDELHI-IGW-03,NEWDELHI-IGWPE-03,0.45855,600
